carbon_price_scenario,model_project_name,pathway_name,year,technology,current_regulatory_cost_eur_per_t_pp,hypothetical_eol_cost_eur_per_t_pp,analytical_total_cost_eur_per_t_pp,capex_annuity_eur_per_t_pp,additional_opex_eur_per_t_pp,direct_process_emissions_t_co2_per_t_pp,co2_price_eur_per_t_co2,direct_process_co2_cost_eur_per_t_pp,electricity_cost_eur_per_t_pp,natural_gas_cost_eur_per_t_pp,hydrogen_cost_eur_per_t_pp,naphtha_cost_eur_per_t_pp,pcw_cost_eur_per_t_pp,biomass_cost_eur_per_t_pp,renewable_naphtha_cost_eur_per_t_pp,renewable_propane_cost_eur_per_t_pp
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2030,Pyrolyse_eSteamcracker_Recycling,1414.5133233819488,0,1414.5133233819488,291.4347408878989,177.85,1.19482,100,119.482,539.90196,0,60.84462249405,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2031,Pyrolyse_eSteamcracker_Recycling,1409.9971637622857,0,1409.9971637622857,291.4347408878989,177.85,1.19482,108,129.04056,526.750502,0,59.921360874387,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2032,Pyrolyse_eSteamcracker_Recycling,1424.7653089448002,0,1424.7653089448002,291.4347408878989,177.85,1.19482,116,138.59912,533.672322,0,58.209126056901,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2033,Pyrolyse_eSteamcracker_Recycling,1450.9362369448,0,1450.9362369448,291.4347408878989,177.85,1.19482,124,148.15768,550.2846900000001,0,58.209126056901,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2034,Pyrolyse_eSteamcracker_Recycling,1467.4166169448,0,1467.4166169448,291.4347408878989,177.85,1.19482,132,157.71624,557.20651,0,58.209126056901,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2035,Pyrolyse_eSteamcracker_Recycling,1471.414543697451,0,1471.414543697451,291.4347408878989,177.85,1.19482,140,167.2748,555.1299640000001,0,54.725038809552,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2036,Pyrolyse_eSteamcracker_Recycling,1472.4983147811129,0,1472.4983147811129,291.4347408878989,177.85,1.19482,146,174.44371999999998,549.5925080000001,0,54.177345893214,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2037,Pyrolyse_eSteamcracker_Recycling,1471.505539853966,0,1471.505539853966,291.4347408878989,177.85,1.19482,152,181.61264,541.978506,0,53.629652966067,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2038,Pyrolyse_eSteamcracker_Recycling,1466.3596729376277,0,1466.3596729376277,291.4347408878989,177.85,1.19482,158,188.78156,530.211412,0,53.081960049729,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2039,Pyrolyse_eSteamcracker_Recycling,1461.2138060212899,0,1461.2138060212899,291.4347408878989,177.85,1.19482,164,195.95048,518.4443180000001,0,52.534267133391,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2040,Pyrolyse_eSteamcracker_Recycling,1456.067939094143,0,1456.067939094143,291.4347408878989,177.85,1.19482,170,203.11939999999998,506.677224,0,51.986574206244,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2041,Pyrolyse_eSteamcracker_Recycling,1458.2784358043268,0,1458.2784358043268,291.4347408878989,177.85,1.19482,176,210.28832,502.524132,0,51.181242916428,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2042,Pyrolyse_eSteamcracker_Recycling,1460.4889325145107,0,1460.4889325145107,291.4347408878989,177.85,1.19482,182,217.45724,498.37104,0,50.375911626612,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2043,Pyrolyse_eSteamcracker_Recycling,1463.391611224695,0,1463.391611224695,291.4347408878989,177.85,1.19482,188,224.62616,494.91013,0,49.570580336796,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2044,Pyrolyse_eSteamcracker_Recycling,1461.4490159348788,0,1461.4490159348788,291.4347408878989,177.85,1.19482,194,231.79507999999998,486.603946,0,48.76524904698,0,225,0,0,0
low,Pyrolyse E-Steamcracker,PCW via pyrolysis and electric steam cracking,2045,Pyrolyse_eSteamcracker_Recycling,1464.3516946450627,0,1464.3516946450627,291.4347408878989,177.85,1.19482,200,238.964,483.143036,0,47.959917757164,0,225,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2025,Hydrocracking_Steamcracker_Recycling,1517.3415415796637,0,1517.3415415796637,401.7651897896037,208.74,2.36,80.27,189.4372,107.476,259.1445,209.52865179006,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2026,Hydrocracking_Steamcracker_Recycling,1469.3838124972037,0,1469.3838124972037,401.7651897896037,208.74,2.36,84.22,198.7592,98.552,215.06250000000003,205.2549227076,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2027,Hydrocracking_Steamcracker_Recycling,1458.0520568849438,0,1458.0520568849438,401.7651897896037,208.74,2.36,88.16,208.05759999999998,100.492,196.60200000000003,201.14526709534,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2028,Hydrocracking_Steamcracker_Recycling,1434.5894375287935,0,1434.5894375287935,401.7651897896037,208.74,2.36,92.11,217.37959999999998,88.85199999999999,179.3505,197.25214773919,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2029,Hydrocracking_Steamcracker_Recycling,1414.3202433018337,0,1414.3202433018337,401.7651897896037,208.74,2.36,96.05,226.67799999999997,81.48,160.797,193.61005351223,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2030,Hydrocracking_Steamcracker_Recycling,1396.1366431131037,0,1396.1366431131037,401.7651897896037,208.74,2.36,100,236,75.66,142.29000000000002,190.4314533235,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2031,Hydrocracking_Steamcracker_Recycling,1405.2620195962936,0,1405.2620195962936,401.7651897896037,208.74,2.36,108,254.88,73.817,137.268,187.54182980669,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2032,Hydrocracking_Steamcracker_Recycling,1418.2185683634737,0,1418.2185683634737,401.7651897896037,208.74,2.36,116,273.76,74.78699999999999,135.73350000000002,182.18287857387,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2033,Hydrocracking_Steamcracker_Recycling,1437.8920683634738,0,1437.8920683634738,401.7651897896037,208.74,2.36,124,292.64,77.115,134.199,182.18287857387,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2034,Hydrocracking_Steamcracker_Recycling,1456.2540683634736,0,1456.2540683634736,401.7651897896037,208.74,2.36,132,311.52,78.085,132.711,182.18287857387,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2035,Hydrocracking_Steamcracker_Recycling,1462.450574739844,0,1462.450574739844,401.7651897896037,208.74,2.36,140,330.4,77.794,131.223,171.27838495024,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2036,Hydrocracking_Steamcracker_Recycling,1472.6789058657835,0,1472.6789058657835,401.7651897896037,208.74,2.36,146,344.56,77.018,129.78150000000002,169.56421607618,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2037,Hydrocracking_Steamcracker_Recycling,1482.6162369578935,0,1482.6162369578935,401.7651897896037,208.74,2.36,152,358.71999999999997,75.951,128.34,167.85004716829,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2038,Hydrocracking_Steamcracker_Recycling,1492.018068083834,0,1492.018068083834,401.7651897896037,208.74,2.36,158,372.88,74.30199999999999,126.945,166.13587829423,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2039,Hydrocracking_Steamcracker_Recycling,1501.3733992097737,0,1501.3733992097737,401.7651897896037,208.74,2.36,164,387.03999999999996,72.653,125.5035,164.42170942017,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2040,Hydrocracking_Steamcracker_Recycling,1510.7752303018835,0,1510.7752303018835,401.7651897896037,208.74,2.36,170,401.2,71.004,124.10850000000002,162.70754051228002,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2041,Hydrocracking_Steamcracker_Recycling,1521.8792050419636,0,1521.8792050419636,401.7651897896037,208.74,2.36,176,415.35999999999996,70.422,124.155,160.18701525236,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2042,Hydrocracking_Steamcracker_Recycling,1533.262179782044,0,1533.262179782044,401.7651897896037,208.74,2.36,182,429.52,69.84,124.4805,157.66648999243998,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2043,Hydrocracking_Steamcracker_Recycling,1544.7421545221237,0,1544.7421545221237,401.7651897896037,208.74,2.36,188,443.67999999999995,69.355,124.806,155.14596473252,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2044,Hydrocracking_Steamcracker_Recycling,1555.5896292622035,0,1555.5896292622035,401.7651897896037,208.74,2.36,194,457.84,68.19099999999999,125.178,152.6254394726,0,141.25,0,0,0
low,Hydrocracking,PCW via hydrocracking and conventional steam cracking,2045,Hydrocracking_Steamcracker_Recycling,1567.0696040022838,0,1567.0696040022838,401.7651897896037,208.74,2.36,200,472,67.70599999999999,125.5035,150.10491421268,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2025,Hydrocracking_eSteamcracker_Recycling,1662.3391415796636,0,1662.3391415796636,401.7651897896037,208.74,0.99,80.27,79.4673,621.588,0,209.52865179006,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2026,Hydrocracking_eSteamcracker_Recycling,1610.3639124972035,0,1610.3639124972035,401.7651897896037,208.74,0.99,84.22,83.3778,569.976,0,205.2549227076,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2027,Hydrocracking_eSteamcracker_Recycling,1621.3748568849437,0,1621.3748568849437,401.7651897896037,208.74,0.99,88.16,87.27839999999999,581.196,0,201.14526709534,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2028,Hydrocracking_eSteamcracker_Recycling,1554.072237528794,0,1554.072237528794,401.7651897896037,208.74,0.99,92.11,91.1889,513.876,0,197.25214773919,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2029,Hydrocracking_eSteamcracker_Recycling,1511.6947433018338,0,1511.6947433018338,401.7651897896037,208.74,0.99,96.05,95.0895,471.24,0,193.61005351223,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2030,Hydrocracking_eSteamcracker_Recycling,1478.7666431131038,0,1478.7666431131038,401.7651897896037,208.74,0.99,100,99,437.58,0,190.4314533235,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2031,Hydrocracking_eSteamcracker_Recycling,1473.1380195962936,0,1473.1380195962936,401.7651897896037,208.74,0.99,108,106.92,426.921,0,187.54182980669,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2032,Hydrocracking_eSteamcracker_Recycling,1481.3090683634737,0,1481.3090683634737,401.7651897896037,208.74,0.99,116,114.84,432.531,0,182.18287857387,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2033,Hydrocracking_eSteamcracker_Recycling,1502.6930683634737,0,1502.6930683634737,401.7651897896037,208.74,0.99,124,122.76,445.995,0,182.18287857387,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2034,Hydrocracking_eSteamcracker_Recycling,1516.2230683634737,0,1516.2230683634737,401.7651897896037,208.74,0.99,132,130.68,451.605,0,182.18287857387,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2035,Hydrocracking_eSteamcracker_Recycling,1511.5555747398437,0,1511.5555747398437,401.7651897896037,208.74,0.99,140,138.6,449.922,0,171.27838495024,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2036,Hydrocracking_eSteamcracker_Recycling,1511.293405865784,0,1511.293405865784,401.7651897896037,208.74,0.99,146,144.54,445.4340000000001,0,169.56421607618,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2037,Hydrocracking_eSteamcracker_Recycling,1509.3482369578935,0,1509.3482369578935,401.7651897896037,208.74,0.99,152,150.48,439.263,0,167.85004716829,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2038,Hydrocracking_eSteamcracker_Recycling,1504.0370680838337,0,1504.0370680838337,401.7651897896037,208.74,0.99,158,156.42,429.726,0,166.13587829423,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2039,Hydrocracking_eSteamcracker_Recycling,1498.7258992097738,0,1498.7258992097738,401.7651897896037,208.74,0.99,164,162.35999999999999,420.1890000000001,0,164.42170942017,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2040,Hydrocracking_eSteamcracker_Recycling,1493.4147303018838,0,1493.4147303018838,401.7651897896037,208.74,0.99,170,168.3,410.652,0,162.70754051228002,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2041,Hydrocracking_eSteamcracker_Recycling,1493.4682050419635,0,1493.4682050419635,401.7651897896037,208.74,0.99,176,174.24,407.286,0,160.18701525236,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2042,Hydrocracking_eSteamcracker_Recycling,1493.5216797820437,0,1493.5216797820437,401.7651897896037,208.74,0.99,182,180.18,403.92,0,157.66648999243998,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2043,Hydrocracking_eSteamcracker_Recycling,1494.136154522124,0,1494.136154522124,401.7651897896037,208.74,0.99,188,186.12,401.115,0,155.14596473252,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2044,Hydrocracking_eSteamcracker_Recycling,1490.8236292622034,0,1490.8236292622034,401.7651897896037,208.74,0.99,194,192.06,394.383,0,152.6254394726,0,141.25,0,0,0
low,Hydrocracking E-Steamcracker,PCW via hydrocracking and electric steam cracking,2045,Hydrocracking_eSteamcracker_Recycling,1491.4381040022838,0,1491.4381040022838,401.7651897896037,208.74,0.99,200,198,391.578,0,150.10491421268,0,141.25,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2025,Gasifizierung_FT_Steamcracker_Recycling,1752.6480840323484,0,1752.6480840323484,503.2629840323488,417.53,3.58,80.27,287.3666,75.34400000000001,259.1445,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2026,Gasifizierung_FT_Steamcracker_Recycling,1716.4510840323487,0,1716.4510840323487,503.2629840323488,417.53,3.58,84.22,301.5076,69.08800000000001,215.06250000000003,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2027,Gasifizierung_FT_Steamcracker_Recycling,1713.4557840323487,0,1713.4557840323487,503.2629840323488,417.53,3.58,88.16,315.6128,70.44800000000001,196.60200000000003,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2028,Gasifizierung_FT_Steamcracker_Recycling,1702.1852840323486,0,1702.1852840323486,503.2629840323488,417.53,3.58,92.11,329.7538,62.288,179.3505,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2029,Gasifizierung_FT_Steamcracker_Recycling,1692.5689840323487,0,1692.5689840323487,503.2629840323488,417.53,3.58,96.05,343.859,57.120000000000005,160.797,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2030,Gasifizierung_FT_Steamcracker_Recycling,1684.1229840323488,0,1684.1229840323488,503.2629840323488,417.53,3.58,100,358,53.040000000000006,142.29000000000002,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2031,Gasifizierung_FT_Steamcracker_Recycling,1706.4489840323486,0,1706.4489840323486,503.2629840323488,417.53,3.58,108,386.64,51.748,137.268,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2032,Gasifizierung_FT_Steamcracker_Recycling,1734.2344840323487,0,1734.2344840323487,503.2629840323488,417.53,3.58,116,415.28000000000003,52.428,135.73350000000002,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2033,Gasifizierung_FT_Steamcracker_Recycling,1762.9719840323487,0,1762.9719840323487,503.2629840323488,417.53,3.58,124,443.92,54.06,134.199,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2034,Gasifizierung_FT_Steamcracker_Recycling,1790.8039840323486,0,1790.8039840323486,503.2629840323488,417.53,3.58,132,472.56,54.74,132.711,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2035,Gasifizierung_FT_Steamcracker_Recycling,1817.7519840323487,0,1817.7519840323487,503.2629840323488,417.53,3.58,140,501.2,54.53600000000001,131.223,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2036,Gasifizierung_FT_Steamcracker_Recycling,1837.246484032349,0,1837.246484032349,503.2629840323488,417.53,3.58,146,522.6800000000001,53.992,129.78150000000002,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2037,Gasifizierung_FT_Steamcracker_Recycling,1856.5369840323488,0,1856.5369840323488,503.2629840323488,417.53,3.58,152,544.16,53.244,128.34,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2038,Gasifizierung_FT_Steamcracker_Recycling,1875.4659840323488,0,1875.4659840323488,503.2629840323488,417.53,3.58,158,565.64,52.088,126.945,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2039,Gasifizierung_FT_Steamcracker_Recycling,1894.348484032349,0,1894.348484032349,503.2629840323488,417.53,3.58,164,587.12,50.93200000000001,125.5035,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2040,Gasifizierung_FT_Steamcracker_Recycling,1913.2774840323486,0,1913.2774840323486,503.2629840323488,417.53,3.58,170,608.6,49.776,124.10850000000002,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2041,Gasifizierung_FT_Steamcracker_Recycling,1934.3959840323487,0,1934.3959840323487,503.2629840323488,417.53,3.58,176,630.08,49.368,124.155,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2042,Gasifizierung_FT_Steamcracker_Recycling,1955.7934840323487,0,1955.7934840323487,503.2629840323488,417.53,3.58,182,651.5600000000001,48.96,124.4805,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2043,Gasifizierung_FT_Steamcracker_Recycling,1977.2589840323487,0,1977.2589840323487,503.2629840323488,417.53,3.58,188,673.04,48.620000000000005,124.806,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2044,Gasifizierung_FT_Steamcracker_Recycling,1998.2949840323486,0,1998.2949840323486,503.2629840323488,417.53,3.58,194,694.52,47.804,125.178,0,0,210,0,0,0
low,Gasifizierung-FT,PCW via gasification-FT and conventional steam cracking,2045,Gasifizierung_FT_Steamcracker_Recycling,2019.7604840323488,0,2019.7604840323488,503.2629840323488,417.53,3.58,200,716,47.464,125.5035,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2025,Gasifizierung_FT_eSteamcracker_Recycling,1898.753684032349,0,1898.753684032349,503.2629840323488,417.53,2.21,80.27,177.39669999999998,590.564,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2026,Gasifizierung_FT_eSteamcracker_Recycling,1858.4471840323488,0,1858.4471840323488,503.2629840323488,417.53,2.21,84.22,186.12619999999998,541.528,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2027,Gasifizierung_FT_eSteamcracker_Recycling,1877.8145840323486,0,1877.8145840323486,503.2629840323488,417.53,2.21,88.16,194.8336,552.188,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2028,Gasifizierung_FT_eSteamcracker_Recycling,1822.584084032349,0,1822.584084032349,503.2629840323488,417.53,2.21,92.11,203.5631,488.228,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2029,Gasifizierung_FT_eSteamcracker_Recycling,1790.783484032349,0,1790.783484032349,503.2629840323488,417.53,2.21,96.05,212.2705,447.72,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2030,Gasifizierung_FT_eSteamcracker_Recycling,1767.5329840323488,0,1767.5329840323488,503.2629840323488,417.53,2.21,100,221,415.74,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2031,Gasifizierung_FT_eSteamcracker_Recycling,1775.085984032349,0,1775.085984032349,503.2629840323488,417.53,2.21,108,238.68,405.613,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2032,Gasifizierung_FT_eSteamcracker_Recycling,1798.095984032349,0,1798.095984032349,503.2629840323488,417.53,2.21,116,256.36,410.943,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2033,Gasifizierung_FT_eSteamcracker_Recycling,1828.5679840323487,0,1828.5679840323487,503.2629840323488,417.53,2.21,124,274.04,423.735,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2034,Gasifizierung_FT_eSteamcracker_Recycling,1851.577984032349,0,1851.577984032349,503.2629840323488,417.53,2.21,132,291.71999999999997,429.065,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2035,Gasifizierung_FT_eSteamcracker_Recycling,1867.658984032349,0,1867.658984032349,503.2629840323488,417.53,2.21,140,309.4,427.466,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2036,Gasifizierung_FT_eSteamcracker_Recycling,1876.6549840323487,0,1876.6549840323487,503.2629840323488,417.53,2.21,146,322.65999999999997,423.20200000000006,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2037,Gasifizierung_FT_eSteamcracker_Recycling,1884.0519840323486,0,1884.0519840323486,503.2629840323488,417.53,2.21,152,335.92,417.339,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2038,Gasifizierung_FT_eSteamcracker_Recycling,1888.250984032349,0,1888.250984032349,503.2629840323488,417.53,2.21,158,349.18,408.278,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2039,Gasifizierung_FT_eSteamcracker_Recycling,1892.4499840323488,0,1892.4499840323488,503.2629840323488,417.53,2.21,164,362.44,399.217,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2040,Gasifizierung_FT_eSteamcracker_Recycling,1896.6489840323486,0,1896.6489840323486,503.2629840323488,417.53,2.21,170,375.7,390.156,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2041,Gasifizierung_FT_eSteamcracker_Recycling,1906.7109840323487,0,1906.7109840323487,503.2629840323488,417.53,2.21,176,388.96,386.958,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2042,Gasifizierung_FT_eSteamcracker_Recycling,1916.7729840323489,0,1916.7729840323489,503.2629840323488,417.53,2.21,182,402.21999999999997,383.76,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2043,Gasifizierung_FT_eSteamcracker_Recycling,1927.3679840323489,0,1927.3679840323489,503.2629840323488,417.53,2.21,188,415.48,381.095,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2044,Gasifizierung_FT_eSteamcracker_Recycling,1934.231984032349,0,1934.231984032349,503.2629840323488,417.53,2.21,194,428.74,374.699,0,0,0,210,0,0,0
low,Gasifizierung-FT E-Steamcracker,PCW via gasification-FT and electric steam cracking,2045,Gasifizierung_FT_eSteamcracker_Recycling,1944.8269840323487,0,1944.8269840323487,503.2629840323488,417.53,2.21,200,442,372.034,0,0,0,210,0,0,0
low,Mechanisches Recycling,PCW via mechanical recycling,2025,Mechanisches_Recycling,446.14748849964576,0,446.14748849964576,11.507118499645742,185.18,0.471,80.27,37.80717,64.1532,0,0,0,147.5,0,0,0
low,Mechanisches Recycling,PCW via mechanical recycling,2026,Mechanisches_Recycling,442.6811384996457,0,442.6811384996457,11.507118499645742,185.18,0.471,84.22,39.66762,58.82639999999999,0,0,0,147.5,0,0,0
low,Mechanisches Recycling,PCW via mechanical recycling,2027,Mechanisches_Recycling,445.6948784996457,0,445.6948784996457,11.507118499645742,185.18,0.471,88.16,41.52336,59.9844,0,0,0,147.5,0,0,0
low,Mechanisches Recycling,PCW via mechanical recycling,2028,Mechanisches_Recycling,440.60732849964575,0,440.60732849964575,11.507118499645742,185.18,0.471,92.11,43.38381,53.03639999999999,0,0,0,147.5,0,0,0
low,Mechanisches Recycling,PCW via mechanical recycling,2029,Mechanisches_Recycling,438.0626684996458,0,438.0626684996458,11.507118499645742,185.18,0.471,96.05,45.239549999999994,48.636,0,0,0,147.5,0,0,0
low,Mechanisches Recycling,PCW via mechanical recycling,2030,Mechanisches_Recycling,436.4491184996457,0,436.4491184996457,11.507118499645742,185.18,0.471,100,47.099999999999994,45.162,0,0,0,147.5,0,0,0
low,Mechanisches Recycling,PCW via mechanical recycling,2031,Mechanisches_Recycling,439.11701849964567,0,439.11701849964567,11.507118499645742,185.18,0.471,108,50.867999999999995,44.0619,0,0,0,147.5,0,0,0
low,Mechanisches Recycling,PCW via mechanical recycling,2032,Mechanisches_Recycling,443.4640184996457,0,443.4640184996457,11.507118499645742,185.18,0.471,116,54.635999999999996,44.6409,0,0,0,147.5,0,0,0
low,Mechanisches Recycling,PCW via mechanical recycling,2033,Mechanisches_Recycling,448.62161849964576,0,448.62161849964576,11.507118499645742,185.18,0.471,124,58.403999999999996,46.0305,0,0,0,147.5,0,0,0
